Nome da rua;Freguesia
Quinta da Panasqueira;PESO E VALES DO RIO
Quinta do Penedo;PESO E VALES DO RIO
Rua 9 do Julho;PESO E VALES DO RIO
Rua Barroca do Bicho;PESO E VALES DO RIO
Rua Campo da Bola;PESO E VALES DO RIO
Rua Campo das Festas;PESO E VALES DO RIO
Rua Direita;PESO E VALES DO RIO
Rua João Bernardo da Cunha Matos;PESO E VALES DO RIO
Rua Nossa Senhora de La Salette;PESO E VALES DO RIO
Rua Rego da Feiteira;PESO E VALES DO RIO
Rua Ribeiro da Horta;PESO E VALES DO RIO
Rua Santa Maria Madalena;PESO E VALES DO RIO
Rua Santo António;PESO E VALES DO RIO
Rua Sargento José Paulo dos Santos;PESO E VALES DO RIO
Rua Soldado Manuel Alfredo Aleixo;PESO E VALES DO RIO
Rua da Barreira;PESO E VALES DO RIO
Rua da Barroca;PESO E VALES DO RIO
Rua da Canada;PESO E VALES DO RIO
Rua da Eira;PESO E VALES DO RIO
Rua da Ladeira;PESO E VALES DO RIO
Rua da Marcela;PESO E VALES DO RIO
Rua da Pedra Seixinha;PESO E VALES DO RIO
Rua da Tapada;PESO E VALES DO RIO
Rua das Feiteiras;PESO E VALES DO RIO
Rua do Bardinho;PESO E VALES DO RIO
Rua do Barroco;PESO E VALES DO RIO
Rua do Jogo da Bola;PESO E VALES DO RIO
Rua do Loureiro;PESO E VALES DO RIO
Rua do Outeiro;PESO E VALES DO RIO
Rua do Polidesportivo;PESO E VALES DO RIO
Rua do Poço Negro;PESO E VALES DO RIO
Rua do Ribeiro da Fonte;PESO E VALES DO RIO
Rua do Serrado;PESO E VALES DO RIO
Rua do Verde;PESO E VALES DO RIO
Rua dos Barros;PESO E VALES DO RIO
Rua dos Olivais;PESO E VALES DO RIO
Rua dos Sobreiros;PESO E VALES DO RIO
Rua dos Valinhos;PESO E VALES DO RIO
Travessa Furriel Miliciano Aníbal J P Casteleiro;PESO E VALES DO RIO
Travessa Jogo da Bola;PESO E VALES DO RIO
Travessa Santa Maria Madalena;PESO E VALES DO RIO
Travessa Sargento José Paulo dos Santos;PESO E VALES DO RIO
Travessa Senhor dos Passos;PESO E VALES DO RIO
Travessa da Ladeira;PESO E VALES DO RIO
Travessa da Rua Direita;PESO E VALES DO RIO
Travessa da Seixinha;PESO E VALES DO RIO
Travessa de Santo António;PESO E VALES DO RIO
Beco do Cabecinho;SOBRAL DE SÃO MIGUEL
Caminho Municipal 1043;SOBRAL DE SÃO MIGUEL
Cantinho das Vinhas;SOBRAL DE SÃO MIGUEL
Escadaria Padre Jaime Pinto Pereira;SOBRAL DE SÃO MIGUEL
Escadaria das Vinhas;SOBRAL DE SÃO MIGUEL
Escadaria dos Sobreiros;SOBRAL DE SÃO MIGUEL
Estrada Municipal 511;SOBRAL DE SÃO MIGUEL
Estrada Municipal 512;SOBRAL DE SÃO MIGUEL
Largo do Cabecinho;SOBRAL DE SÃO MIGUEL
Quelha do Fundo do Lugar;SOBRAL DE SÃO MIGUEL
Quelha do Vale;SOBRAL DE SÃO MIGUEL
Rua Campo da Bola;SOBRAL DE SÃO MIGUEL
Rua Foz da Portela;SOBRAL DE SÃO MIGUEL
Rua Padre Jaime Pinto Pereira;SOBRAL DE SÃO MIGUEL
Rua da Calçada;SOBRAL DE SÃO MIGUEL
Rua da Capela;SOBRAL DE SÃO MIGUEL
Rua da Carrasqueira;SOBRAL DE SÃO MIGUEL
Rua da Eira;SOBRAL DE SÃO MIGUEL
Rua da Escadaria;SOBRAL DE SÃO MIGUEL
Rua da Fonte;SOBRAL DE SÃO MIGUEL
Rua da Lage;SOBRAL DE SÃO MIGUEL
Rua da Ponte;SOBRAL DE SÃO MIGUEL
Rua da Portela;SOBRAL DE SÃO MIGUEL
Rua da Presa;SOBRAL DE SÃO MIGUEL
Rua das Ladeiras;SOBRAL DE SÃO MIGUEL
Rua das Vinhas;SOBRAL DE SÃO MIGUEL
Rua de Valtorno;SOBRAL DE SÃO MIGUEL
Rua do Adro;SOBRAL DE SÃO MIGUEL
Rua do Barreiro;SOBRAL DE SÃO MIGUEL
Rua do Cabecinho de Baixo;SOBRAL DE SÃO MIGUEL
Rua do Cabecinho de Cima;SOBRAL DE SÃO MIGUEL
Rua do Caratão;SOBRAL DE SÃO MIGUEL
Rua do Fundo do Lugar;SOBRAL DE SÃO MIGUEL
Rua do Outeiro;SOBRAL DE SÃO MIGUEL
Rua do Ribeirinho;SOBRAL DE SÃO MIGUEL
Rua do Ribeiro Coelho;SOBRAL DE SÃO MIGUEL
Rua do Vale;SOBRAL DE SÃO MIGUEL
Rua dos Sobreiros;SOBRAL DE SÃO MIGUEL
Rua dos Torgais;SOBRAL DE SÃO MIGUEL
Travessa Cabecinho de Cima;SOBRAL DE SÃO MIGUEL
Travessa Fundo do Lugar;SOBRAL DE SÃO MIGUEL
Travessa da Carrasqueira;SOBRAL DE SÃO MIGUEL
Travessa da Horta;SOBRAL DE SÃO MIGUEL
Travessa da Igreja;SOBRAL DE SÃO MIGUEL
Travessa da Ponte;SOBRAL DE SÃO MIGUEL
Travessa da Portela;SOBRAL DE SÃO MIGUEL
Travessa das Vinhas;SOBRAL DE SÃO MIGUEL
Travessa de Valtorno;SOBRAL DE SÃO MIGUEL
Travessa do Adro;SOBRAL DE SÃO MIGUEL
Travessa do Barreiro;SOBRAL DE SÃO MIGUEL
Travessa do Forno da Bica;SOBRAL DE SÃO MIGUEL
Travessa do Vale da Cavada;SOBRAL DE SÃO MIGUEL
Travessa dos Sobreiros;SOBRAL DE SÃO MIGUEL
Bairro do Pombal;SÃO JORGE DA BEIRA
Caminho Municipal 1043;SÃO JORGE DA BEIRA
Caminho Municipal 3013-2;SÃO JORGE DA BEIRA
Caminho Municipal 3101;SÃO JORGE DA BEIRA
Caminho Municipal 3103;SÃO JORGE DA BEIRA
Caminho Municipal 3103-1;SÃO JORGE DA BEIRA
Caminho Municipal 3104;SÃO JORGE DA BEIRA
Caminho Municipal 3105;SÃO JORGE DA BEIRA
Caminho Municipal 3106;SÃO JORGE DA BEIRA
Caminho Municipal 3107;SÃO JORGE DA BEIRA
Caminho Municipal 3107-1;SÃO JORGE DA BEIRA
Caminho Municipal 3108;SÃO JORGE DA BEIRA
Caminho Municipal 3109;SÃO JORGE DA BEIRA
Caminho Municipal 3109-1;SÃO JORGE DA BEIRA
Caminho Municipal 3110;SÃO JORGE DA BEIRA
Caminho Municipal 3110-1;SÃO JORGE DA BEIRA
Caminho Municipal 3110-2;SÃO JORGE DA BEIRA
Caminho Municipal 3110-3;SÃO JORGE DA BEIRA
Caminho Municipal 3111;SÃO JORGE DA BEIRA
Caminho Municipal 3111-1;SÃO JORGE DA BEIRA
Caminho Municipal 3112;SÃO JORGE DA BEIRA
Caminho Municipal 3113;SÃO JORGE DA BEIRA
Caminho Municipal 3113-1;SÃO JORGE DA BEIRA
Caminho Municipal 3115;SÃO JORGE DA BEIRA
Escadaria 1º de Maio;SÃO JORGE DA BEIRA
Escadaria Alfredo Tomaz;SÃO JORGE DA BEIRA
Escadaria da Fonte;SÃO JORGE DA BEIRA
Escadaria da Rua do Porto N. 2;SÃO JORGE DA BEIRA
Escadaria da Rua do Porto N.º 1;SÃO JORGE DA BEIRA
Escadaria da Rua do Porto Nº1;SÃO JORGE DA BEIRA
Escadaria da Rua do Porto Nº2;SÃO JORGE DA BEIRA
Escadaria de Alfredo Tomaz;SÃO JORGE DA BEIRA
Escadaria de Nossa Senhora de Fátima;SÃO JORGE DA BEIRA
Escadaria do Ceiroco;SÃO JORGE DA BEIRA
Escadinhas 1º de Maio;SÃO JORGE DA BEIRA
Estrada Municipal 512;SÃO JORGE DA BEIRA
Estrada da Portela;SÃO JORGE DA BEIRA
Largo da Amoreira;SÃO JORGE DA BEIRA
Largo da Capela;SÃO JORGE DA BEIRA
Largo da Eira;SÃO JORGE DA BEIRA
Largo da Escola;SÃO JORGE DA BEIRA
Largo da São Jorge;SÃO JORGE DA BEIRA
Largo das Festas;SÃO JORGE DA BEIRA
Largo de Nossa Senhora da Fátima;SÃO JORGE DA BEIRA
Largo de Nossa Senhora de Fátima;SÃO JORGE DA BEIRA
Largo de São Jorge;SÃO JORGE DA BEIRA
Largo do Estendedouro;SÃO JORGE DA BEIRA
Largo do Quintal;SÃO JORGE DA BEIRA
Largo do Terreiro;SÃO JORGE DA BEIRA
Rua Bairro dos Torgais;SÃO JORGE DA BEIRA
Rua Direita;SÃO JORGE DA BEIRA
Rua Direita do Pombal;SÃO JORGE DA BEIRA
Rua Nossa Senhora de Fátima;SÃO JORGE DA BEIRA
Rua Nova da Igreja;SÃO JORGE DA BEIRA
Rua Ribeiro Souto;SÃO JORGE DA BEIRA
Rua da Abeceira;SÃO JORGE DA BEIRA
Rua da Capela;SÃO JORGE DA BEIRA
Rua da Casa Velha;SÃO JORGE DA BEIRA
Rua da Cerdeira;SÃO JORGE DA BEIRA
Rua da Costa;SÃO JORGE DA BEIRA
Rua da Escola;SÃO JORGE DA BEIRA
Rua da Estrada Municipal 512;SÃO JORGE DA BEIRA
Rua da Fonte;SÃO JORGE DA BEIRA
Rua da Igreja;SÃO JORGE DA BEIRA
Rua da Ponte;SÃO JORGE DA BEIRA
Rua da Ponte Velha;SÃO JORGE DA BEIRA
Rua da Tapada;SÃO JORGE DA BEIRA
Rua das Escolas;SÃO JORGE DA BEIRA
Rua das Figueiras;SÃO JORGE DA BEIRA
Rua das Roçadas;SÃO JORGE DA BEIRA
Rua de Nossa Senhora de Fátima;SÃO JORGE DA BEIRA
Rua do Bairro do Pombal;SÃO JORGE DA BEIRA
Rua do Bairro dos Torgais;SÃO JORGE DA BEIRA
Rua do Cabeço;SÃO JORGE DA BEIRA
Rua do Canário;SÃO JORGE DA BEIRA
Rua do Cascalhal;SÃO JORGE DA BEIRA
Rua do Cemitério;SÃO JORGE DA BEIRA
Rua do Cemitério Velho;SÃO JORGE DA BEIRA
Rua do Corredouro;SÃO JORGE DA BEIRA
Rua do Forno;SÃO JORGE DA BEIRA
Rua do Forno do Bairro dos Torgais;SÃO JORGE DA BEIRA
Rua do Porto;SÃO JORGE DA BEIRA
Rua do Quebra Costas;SÃO JORGE DA BEIRA
Rua do Ribeiro Souto;SÃO JORGE DA BEIRA
Rua do Tornadouro;SÃO JORGE DA BEIRA
Rua do Vale Fundeiro;SÃO JORGE DA BEIRA
Rua dos Cabecinhos;SÃO JORGE DA BEIRA
Rua dos Castanheiros;SÃO JORGE DA BEIRA
Rua dos Linheiros;SÃO JORGE DA BEIRA
Travessa Bairro dos Torgais N.º 1;SÃO JORGE DA BEIRA
Travessa Bairro dos Torgais N.º 2;SÃO JORGE DA BEIRA
Travessa Bairro dos Torgais N.º 3;SÃO JORGE DA BEIRA
Travessa da Amoreira;SÃO JORGE DA BEIRA
Travessa da Eira Nº 1;SÃO JORGE DA BEIRA
Travessa da Eira Nº 2;SÃO JORGE DA BEIRA
Travessa da Eira Nº 3;SÃO JORGE DA BEIRA
Travessa da Eira Nº1;SÃO JORGE DA BEIRA
Travessa da Eira Nº2;SÃO JORGE DA BEIRA
Travessa da Eira Nº3;SÃO JORGE DA BEIRA
Travessa da Fonte;SÃO JORGE DA BEIRA
Travessa da Igreja;SÃO JORGE DA BEIRA
Travessa da Rua Direita;SÃO JORGE DA BEIRA
Travessa da Rua da Ponte Velha;SÃO JORGE DA BEIRA
Travessa da Rua do Quebra Costas;SÃO JORGE DA BEIRA
Travessa do Bairo dos Torgais Nº2;SÃO JORGE DA BEIRA
Travessa do Bairro dos Torgais Nº1;SÃO JORGE DA BEIRA
Travessa do Bairro dos Torgais Nº2;SÃO JORGE DA BEIRA
Travessa do Forno;SÃO JORGE DA BEIRA
Travessa do Largo de São Jorge;SÃO JORGE DA BEIRA
Travessa do Quebra Costas;SÃO JORGE DA BEIRA
1ª Transversal Direita da Rua da Palmeira;TEIXOSO E SARZEDO
1ª Transversal da Rua do Pisco;TEIXOSO E SARZEDO
2ª Transversal à Rua da Amoreiras;TEIXOSO E SARZEDO
3ª Transversal à Rua da Amoreiras;TEIXOSO E SARZEDO
Alameda 3132;TEIXOSO E SARZEDO
Alameda Antonia Maria de Jesus;TEIXOSO E SARZEDO
Alameda Beija-Flor;TEIXOSO E SARZEDO
Alameda Bouganvilea;TEIXOSO E SARZEDO
Alameda Honório José Ferreira;TEIXOSO E SARZEDO
Alameda Ipê Amarelo;TEIXOSO E SARZEDO
Alameda Ipê Branco;TEIXOSO E SARZEDO
Alameda Ipê Roxo;TEIXOSO E SARZEDO
Alameda das Abélias;TEIXOSO E SARZEDO
Alameda das Acácias;TEIXOSO E SARZEDO
Alameda das Amendoeiras;TEIXOSO E SARZEDO
Alameda das Andorinhas;TEIXOSO E SARZEDO
Alameda das Araras;TEIXOSO E SARZEDO
Alameda das Aroeiras;TEIXOSO E SARZEDO
Alameda das Begônias;TEIXOSO E SARZEDO
Alameda das Cerejeiras;TEIXOSO E SARZEDO
Alameda das Escalónias;TEIXOSO E SARZEDO
Alameda das Flamboyants;TEIXOSO E SARZEDO
Alameda das Flores;TEIXOSO E SARZEDO
Alameda das Gaivotas;TEIXOSO E SARZEDO
Alameda das Garças;TEIXOSO E SARZEDO
Alameda das Hortencias;TEIXOSO E SARZEDO
Alameda das Jardineiras;TEIXOSO E SARZEDO
Alameda das Magnólias;TEIXOSO E SARZEDO
Alameda das Orquídeas;TEIXOSO E SARZEDO
Alameda das Piracantas;TEIXOSO E SARZEDO
Alameda das Pitangas;TEIXOSO E SARZEDO
Alameda das Quaresmeiras;TEIXOSO E SARZEDO
Alameda das Rosas;TEIXOSO E SARZEDO
Alameda das Samambaias;TEIXOSO E SARZEDO
Alameda das Siriemas;TEIXOSO E SARZEDO
Alameda das Tuias;TEIXOSO E SARZEDO
Alameda das Tulipas;TEIXOSO E SARZEDO
Alameda das Turquesas;TEIXOSO E SARZEDO
Alameda das Tílias;TEIXOSO E SARZEDO
Alameda das Violetas;TEIXOSO E SARZEDO
Alameda das Águias;TEIXOSO E SARZEDO
Alameda do Conforto;TEIXOSO E SARZEDO
Alameda do Contorno;TEIXOSO E SARZEDO
Alameda dos Bem-Te-Vi;TEIXOSO E SARZEDO
Alameda dos Bouganvilles;TEIXOSO E SARZEDO
Alameda dos Coqueiros;TEIXOSO E SARZEDO
Alameda dos Ipês;TEIXOSO E SARZEDO
Alameda dos Pardais;TEIXOSO E SARZEDO
Alameda dos Pintassilgos;TEIXOSO E SARZEDO
Alameda dos Topázios;TEIXOSO E SARZEDO
Autoestrada da Beira Interior;TEIXOSO E SARZEDO
Avenida 25 de Abril;TEIXOSO E SARZEDO
Avenida 3;TEIXOSO E SARZEDO
Avenida 4;TEIXOSO E SARZEDO
Avenida 8 de Março;TEIXOSO E SARZEDO
Avenida A;TEIXOSO E SARZEDO
Avenida Acacias;TEIXOSO E SARZEDO
Avenida Antônio Dias Santos;TEIXOSO E SARZEDO
Avenida B;TEIXOSO E SARZEDO
Avenida C;TEIXOSO E SARZEDO
Avenida Cemig;TEIXOSO E SARZEDO
Avenida Cidade da Covilhã;TEIXOSO E SARZEDO
Avenida Comendador Francisco Alves Quintas;TEIXOSO E SARZEDO
Avenida D;TEIXOSO E SARZEDO
Avenida Doutor Alberto da Costa Teixeira;TEIXOSO E SARZEDO
Avenida E;TEIXOSO E SARZEDO
Avenida F;TEIXOSO E SARZEDO
Avenida Flamboyant;TEIXOSO E SARZEDO
Avenida G;TEIXOSO E SARZEDO
Avenida Israel Pinheiro;TEIXOSO E SARZEDO
Avenida José Luiz Resende;TEIXOSO E SARZEDO
Avenida José Luís Rezende;TEIXOSO E SARZEDO
Avenida João Pinheiro;TEIXOSO E SARZEDO
Avenida Juscelino Dias Magalhães;TEIXOSO E SARZEDO
Avenida Maia Campos;TEIXOSO E SARZEDO
Avenida Nova Jerusalém;TEIXOSO E SARZEDO
Avenida Palmeiras;TEIXOSO E SARZEDO
Avenida Raimundo Moreira;TEIXOSO E SARZEDO
Avenida Rouxinol;TEIXOSO E SARZEDO
Avenida Sarzedo;TEIXOSO E SARZEDO
Avenida São Lucas;TEIXOSO E SARZEDO
Avenida das Acácias;TEIXOSO E SARZEDO
Avenida das Oliveiras;TEIXOSO E SARZEDO
Avenida das Tílias;TEIXOSO E SARZEDO
Avenida de São Salvador;TEIXOSO E SARZEDO
Avenida dos Barreiros;TEIXOSO E SARZEDO
Beco Anchieta;TEIXOSO E SARZEDO
Beco Chão do Amieiro;TEIXOSO E SARZEDO
Beco Fonte do Lagarto;TEIXOSO E SARZEDO
Beco São João Baptista;TEIXOSO E SARZEDO
Beco da Piscina;TEIXOSO E SARZEDO
Beco das Oliveiras;TEIXOSO E SARZEDO
Beco do Canto;TEIXOSO E SARZEDO
Beco do Norte;TEIXOSO E SARZEDO
Beco do Zé Grande;TEIXOSO E SARZEDO
CM 1014;TEIXOSO E SARZEDO
Calçada das Alminhas;TEIXOSO E SARZEDO
Caminho Municipal 1001;TEIXOSO E SARZEDO
Caminho Municipal 1002;TEIXOSO E SARZEDO
Caminho Municipal 1002-1;TEIXOSO E SARZEDO
Caminho Municipal 1002-2;TEIXOSO E SARZEDO
Caminho Municipal 1020;TEIXOSO E SARZEDO
Caminho Municipal 1402;TEIXOSO E SARZEDO
Caminho Municipal 1406;TEIXOSO E SARZEDO
Caminho Municipal 1408;TEIXOSO E SARZEDO
Caminho Municipal 1801;TEIXOSO E SARZEDO
Caminho Municipal 1801-1;TEIXOSO E SARZEDO
Caminho Municipal 1802;TEIXOSO E SARZEDO
Caminho Municipal 1803;TEIXOSO E SARZEDO
Caminho Municipal 1804;TEIXOSO E SARZEDO
Caminho Municipal 1805;TEIXOSO E SARZEDO
Caminho Municipal 1806;TEIXOSO E SARZEDO
Caminho Municipal 1809;TEIXOSO E SARZEDO
Caminho Municipal 1809-1;TEIXOSO E SARZEDO
Caminho Municipal 1811;TEIXOSO E SARZEDO
Caminho Municipal 1813;TEIXOSO E SARZEDO
Caminho Municipal 1819;TEIXOSO E SARZEDO
Caminho Municipal 1839;TEIXOSO E SARZEDO
Caminho Municipal 1844;TEIXOSO E SARZEDO
Caminho Municipal 1844-1;TEIXOSO E SARZEDO
Caminho Municipal 1845;TEIXOSO E SARZEDO
Caminho Municipal 1849;TEIXOSO E SARZEDO
Caminho Municipal 1851-1;TEIXOSO E SARZEDO
Caminho Municipal 1851-2;TEIXOSO E SARZEDO
Caminho Municipal 1855;TEIXOSO E SARZEDO
Caminho Municipal 1855-1;TEIXOSO E SARZEDO
Caminho Municipal 1855-2;TEIXOSO E SARZEDO
Caminho Municipal 1871;TEIXOSO E SARZEDO
Caminho Municipal 1873;TEIXOSO E SARZEDO
Caminho Municipal 1877;TEIXOSO E SARZEDO
Caminho Municipal 1920;TEIXOSO E SARZEDO
Caminho Municipal 1935;TEIXOSO E SARZEDO
Caminho Municipal 2001;TEIXOSO E SARZEDO
Caminho Municipal 2002;TEIXOSO E SARZEDO
Caminho Ribeiro de Finados;TEIXOSO E SARZEDO
Caminho Ribeiro de Poulos;TEIXOSO E SARZEDO
Caminho da Quinta da Presa;TEIXOSO E SARZEDO
Caminho da Várzea;TEIXOSO E SARZEDO
Caminho das Zebras;TEIXOSO E SARZEDO
Caminho de Santa Iria;TEIXOSO E SARZEDO
Caminho de São Geão;TEIXOSO E SARZEDO
Caminho de São Sebastião;TEIXOSO E SARZEDO
Caminho do Ameal;TEIXOSO E SARZEDO
Caminho do Fragusto;TEIXOSO E SARZEDO
Estrada Municipal 501;TEIXOSO E SARZEDO
Estrada Municipal 501 - Atalaia;TEIXOSO E SARZEDO
Estrada Municipal 501 - Gibaltar;TEIXOSO E SARZEDO
Estrada Municipal 501-1;TEIXOSO E SARZEDO
Estrada Municipal 501-2;TEIXOSO E SARZEDO
Estrada Nacional 18;TEIXOSO E SARZEDO
Estrada Nacional 18-3;TEIXOSO E SARZEDO
Estrada Nacional 18-3 - Municipal;TEIXOSO E SARZEDO
Estrada Nova;TEIXOSO E SARZEDO
Estrada da Serra;TEIXOSO E SARZEDO
Estrada de Terlamonte;TEIXOSO E SARZEDO
Estrada do Baleizão;TEIXOSO E SARZEDO
Estrada do Chão da Vila;TEIXOSO E SARZEDO
Estrada do Engenho Seco;TEIXOSO E SARZEDO
Estrada do Terlamonte;TEIXOSO E SARZEDO
Ladeira do Pisco;TEIXOSO E SARZEDO
Largo Dona Sofia de Matos Sabino;TEIXOSO E SARZEDO
Largo Manuel Proença;TEIXOSO E SARZEDO
Largo Moitinhas;TEIXOSO E SARZEDO
Largo Professor José Dias Coimbra;TEIXOSO E SARZEDO
Largo Samuel de Oliveira Ventura;TEIXOSO E SARZEDO
Largo da Oliveirinha;TEIXOSO E SARZEDO
Largo da Praça;TEIXOSO E SARZEDO
Largo de Santo Amaro;TEIXOSO E SARZEDO
Largo de Santo António;TEIXOSO E SARZEDO
Marginal Lagoa de Ibirite;TEIXOSO E SARZEDO
Marginal Motta Sarzedo;TEIXOSO E SARZEDO
Pinhal dos Santas;TEIXOSO E SARZEDO
Ponte Sarzedo - Moita da Serra;TEIXOSO E SARZEDO
Praça Vereador Ermelindo Cardoso;TEIXOSO E SARZEDO
Praça de Portugal;TEIXOSO E SARZEDO
Primeira Transversal da Rua das Amoreiras;TEIXOSO E SARZEDO
Pátio da Fonte;TEIXOSO E SARZEDO
Pátio dos Pessegueiros;TEIXOSO E SARZEDO
Quelha Antiga dos Abraços;TEIXOSO E SARZEDO
Quelha Miradouro do Canto;TEIXOSO E SARZEDO
Rua 1;TEIXOSO E SARZEDO
Rua 10;TEIXOSO E SARZEDO
Rua 11;TEIXOSO E SARZEDO
Rua 12;TEIXOSO E SARZEDO
Rua 13;TEIXOSO E SARZEDO
Rua 14;TEIXOSO E SARZEDO
Rua 18;TEIXOSO E SARZEDO
Rua 1º de Dezembro;TEIXOSO E SARZEDO
Rua 2;TEIXOSO E SARZEDO
Rua 3;TEIXOSO E SARZEDO
Rua 4;TEIXOSO E SARZEDO
Rua 5;TEIXOSO E SARZEDO
Rua 5 de Outubro;TEIXOSO E SARZEDO
Rua 51;TEIXOSO E SARZEDO
Rua 6;TEIXOSO E SARZEDO
Rua 7;TEIXOSO E SARZEDO
Rua 8;TEIXOSO E SARZEDO
Rua 9;TEIXOSO E SARZEDO
Rua A;TEIXOSO E SARZEDO
Rua Acesso à Variante;TEIXOSO E SARZEDO
Rua Adelino Silva Marques;TEIXOSO E SARZEDO
Rua Afonso Pena;TEIXOSO E SARZEDO
Rua Alameda do Cortono;TEIXOSO E SARZEDO
Rua Albino Rocha;TEIXOSO E SARZEDO
Rua Aldack Ferreira Lamarche;TEIXOSO E SARZEDO
Rua Alves da Costa;TEIXOSO E SARZEDO
Rua Amileto Magnavaga;TEIXOSO E SARZEDO
Rua Amândio Silva Carvalho;TEIXOSO E SARZEDO
Rua Anchieta;TEIXOSO E SARZEDO
Rua Angelim;TEIXOSO E SARZEDO
Rua António Carvalho;TEIXOSO E SARZEDO
Rua António Paiva Rodrigues;TEIXOSO E SARZEDO
Rua António Pina Calado;TEIXOSO E SARZEDO
Rua Antônio Dias Santos;TEIXOSO E SARZEDO
Rua Antônio Dias dos Santos;TEIXOSO E SARZEDO
Rua Araribá;TEIXOSO E SARZEDO
Rua Artur Oliveira Cardoso;TEIXOSO E SARZEDO
Rua Augusta Gonçalves de Oliveira;TEIXOSO E SARZEDO
Rua Augusto Alves Dinis;TEIXOSO E SARZEDO
Rua Augusto de Lima;TEIXOSO E SARZEDO
Rua B;TEIXOSO E SARZEDO
Rua Balbina Francisca de Melo;TEIXOSO E SARZEDO
Rua Bartolomeu Dias;TEIXOSO E SARZEDO
Rua Beatriz Piedade das Neves;TEIXOSO E SARZEDO
Rua Belja-Flor;TEIXOSO E SARZEDO
Rua Belmiro Gomes;TEIXOSO E SARZEDO
Rua Belo Horizonte;TEIXOSO E SARZEDO
Rua Bem-Te-Vi;TEIXOSO E SARZEDO
Rua Buritis;TEIXOSO E SARZEDO
Rua Bálsamo;TEIXOSO E SARZEDO
Rua C;TEIXOSO E SARZEDO
Rua Cabeço Gordo;TEIXOSO E SARZEDO
Rua Calafate;TEIXOSO E SARZEDO
Rua Campo Alegre;TEIXOSO E SARZEDO
Rua Campo Belo;TEIXOSO E SARZEDO
Rua Campo Flórido;TEIXOSO E SARZEDO
Rua Campo Formoso;TEIXOSO E SARZEDO
Rua Campo Grande;TEIXOSO E SARZEDO
Rua Campo Verde;TEIXOSO E SARZEDO
Rua Campo da Bola;TEIXOSO E SARZEDO
Rua Campo do Meio;TEIXOSO E SARZEDO
Rua Campos Alto;TEIXOSO E SARZEDO
Rua Campos Elíseos;TEIXOSO E SARZEDO
Rua Campos Gerais;TEIXOSO E SARZEDO
Rua Canto da Cantina;TEIXOSO E SARZEDO
Rua Canto das Escolas;TEIXOSO E SARZEDO
Rua Canto do Saco;TEIXOSO E SARZEDO
Rua Capitães de Abril;TEIXOSO E SARZEDO
Rua Capitão Monteiro;TEIXOSO E SARZEDO
Rua Cardeal;TEIXOSO E SARZEDO
Rua Carmelina do Carmo;TEIXOSO E SARZEDO
Rua Carmelita Custodio da Silva;TEIXOSO E SARZEDO
Rua Casal de Cima;TEIXOSO E SARZEDO
Rua Cedro;TEIXOSO E SARZEDO
Rua Chico Mendes;TEIXOSO E SARZEDO
Rua Chico Xavier;TEIXOSO E SARZEDO
Rua Chão do Amieiro;TEIXOSO E SARZEDO
Rua Cinco;TEIXOSO E SARZEDO
Rua Cláudio Manoel Costa;TEIXOSO E SARZEDO
Rua Cláudio Manuel Costa;TEIXOSO E SARZEDO
Rua Colibri;TEIXOSO E SARZEDO
Rua Comissão de Melhoramentos de Gândara Chã;TEIXOSO E SARZEDO
Rua Congo;TEIXOSO E SARZEDO
Rua Conselheiro Pina Calado;TEIXOSO E SARZEDO
Rua Cristo Rei;TEIXOSO E SARZEDO
Rua Cruz de Cabeça;TEIXOSO E SARZEDO
Rua Cruz de São Marcos;TEIXOSO E SARZEDO
Rua Curió;TEIXOSO E SARZEDO
Rua Curtiba;TEIXOSO E SARZEDO
Rua Cândido Lobato;TEIXOSO E SARZEDO
Rua Darcy;TEIXOSO E SARZEDO
Rua Darcy Landi Amaral;TEIXOSO E SARZEDO
Rua Dez;TEIXOSO E SARZEDO
Rua Dezenove;TEIXOSO E SARZEDO
Rua Dezesseis;TEIXOSO E SARZEDO
Rua Dezessete;TEIXOSO E SARZEDO
Rua Dezoito;TEIXOSO E SARZEDO
Rua Dios;TEIXOSO E SARZEDO
Rua Direita;TEIXOSO E SARZEDO
Rua Dois;TEIXOSO E SARZEDO
Rua Doutor António Oliveira e Filho;TEIXOSO E SARZEDO
Rua Doutor Carlos Coelho;TEIXOSO E SARZEDO
Rua Doutor Fernando Vale;TEIXOSO E SARZEDO
Rua Doutor Francisco Garrett;TEIXOSO E SARZEDO
Rua Doutor Joaquim Pereira Macedo;TEIXOSO E SARZEDO
Rua Doze;TEIXOSO E SARZEDO
Rua Dó-Ré-Mi;TEIXOSO E SARZEDO
Rua E;TEIXOSO E SARZEDO
Rua Eduardo Cozac;TEIXOSO E SARZEDO
Rua Efigenia de Souza Sales;TEIXOSO E SARZEDO
Rua Elisa Alves Dinis;TEIXOSO E SARZEDO
Rua Elói Cândido;TEIXOSO E SARZEDO
Rua Elói Cândido de Melo;TEIXOSO E SARZEDO
Rua Ernesto Guevara;TEIXOSO E SARZEDO
Rua Estrada Real;TEIXOSO E SARZEDO
Rua Estrada da Malhadinha;TEIXOSO E SARZEDO
Rua Estrada do Casal;TEIXOSO E SARZEDO
Rua Estácio de Sá;TEIXOSO E SARZEDO
Rua Eugita Vieira;TEIXOSO E SARZEDO
Rua Eva Fernandes Caldera;TEIXOSO E SARZEDO
